Entry	Entry Name	Protein names	Gene Names (synonym)	Gene Names (primary)
A0A0A7C5Q4	A0A0A7C5Q4_HUMAN	MHC class I antigen	NA	HLA-A
A0A0A7C5Q5	A0A0A7C5Q5_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5Q6	A0A0A7C5Q6_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5Q7	A0A0A7C5Q7_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5Q8	A0A0A7C5Q8_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5Q9	A0A0A7C5Q9_HUMAN	MHC class I antigen	NA	HLA-A
A0A0A7C5R0	A0A0A7C5R0_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5R1	A0A0A7C5R1_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5R2	A0A0A7C5R2_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5R3	A0A0A7C5R3_HUMAN	MHC class I antigen	NA	HLA-A
A0A0A7C5R4	A0A0A7C5R4_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5R5	A0A0A7C5R5_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5R6	A0A0A7C5R6_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5R7	A0A0A7C5R7_HUMAN	MHC class I antigen	NA	HLA-A
A0A0A7C5R8	A0A0A7C5R8_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5R9	A0A0A7C5R9_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5S0	A0A0A7C5S0_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5S1	A0A0A7C5S1_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5S2	A0A0A7C5S2_HUMAN	MHC class I antigen	NA	HLA-A
A0A0A7C5S3	A0A0A7C5S3_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5S4	A0A0A7C5S4_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5S5	A0A0A7C5S5_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5S6	A0A0A7C5S6_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5S7	A0A0A7C5S7_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5S8	A0A0A7C5S8_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5S9	A0A0A7C5S9_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5T0	A0A0A7C5T0_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5T1	A0A0A7C5T1_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5T2	A0A0A7C5T2_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5T3	A0A0A7C5T3_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5T4	A0A0A7C5T4_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5T5	A0A0A7C5T5_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5T6	A0A0A7C5T6_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5T7	A0A0A7C5T7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5T8	A0A0A7C5T8_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5T9	A0A0A7C5T9_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5U0	A0A0A7C5U0_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5U1	A0A0A7C5U1_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5U2	A0A0A7C5U2_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5U3	A0A0A7C5U3_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5U4	A0A0A7C5U4_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5U5	A0A0A7C5U5_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5U6	A0A0A7C5U6_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5U7	A0A0A7C5U7_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5U8	A0A0A7C5U8_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5U9	A0A0A7C5U9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5V0	A0A0A7C5V0_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5V1	A0A0A7C5V1_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5V2	A0A0A7C5V2_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5V3	A0A0A7C5V3_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5V4	A0A0A7C5V4_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5V5	A0A0A7C5V5_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5V6	A0A0A7C5V6_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5V7	A0A0A7C5V7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5V8	A0A0A7C5V8_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5V9	A0A0A7C5V9_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5W0	A0A0A7C5W0_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5W1	A0A0A7C5W1_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5W2	A0A0A7C5W2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5W3	A0A0A7C5W3_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5W4	A0A0A7C5W4_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5W5	A0A0A7C5W5_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5W6	A0A0A7C5W6_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5W7	A0A0A7C5W7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5W8	A0A0A7C5W8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5W9	A0A0A7C5W9_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5X0	A0A0A7C5X0_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5X1	A0A0A7C5X1_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5X2	A0A0A7C5X2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5X3	A0A0A7C5X3_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5X4	A0A0A7C5X4_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5X5	A0A0A7C5X5_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5X6	A0A0A7C5X6_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5X7	A0A0A7C5X7_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5X8	A0A0A7C5X8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5X9	A0A0A7C5X9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5Y0	A0A0A7C5Y0_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5Y1	A0A0A7C5Y1_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5Y2	A0A0A7C5Y2_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5Y3	A0A0A7C5Y3_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5Y4	A0A0A7C5Y4_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5Y5	A0A0A7C5Y5_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5Y6	A0A0A7C5Y6_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5Y7	A0A0A7C5Y7_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5Y8	A0A0A7C5Y8_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5Y9	A0A0A7C5Y9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5Z0	A0A0A7C5Z0_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5Z1	A0A0A7C5Z1_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5Z2	A0A0A7C5Z2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5Z3	A0A0A7C5Z3_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5Z4	A0A0A7C5Z4_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C5Z5	A0A0A7C5Z5_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5Z6	A0A0A7C5Z6_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C5Z7	A0A0A7C5Z7_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C5Z8	A0A0A7C5Z8_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C5Z9	A0A0A7C5Z9_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C600	A0A0A7C600_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C601	A0A0A7C601_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C602	A0A0A7C602_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C603	A0A0A7C603_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C604	A0A0A7C604_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C605	A0A0A7C605_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C606	A0A0A7C606_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C607	A0A0A7C607_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C608	A0A0A7C608_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C609	A0A0A7C609_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C610	A0A0A7C610_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C611	A0A0A7C611_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C612	A0A0A7C612_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C613	A0A0A7C613_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C614	A0A0A7C614_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C615	A0A0A7C615_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C616	A0A0A7C616_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C617	A0A0A7C617_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C618	A0A0A7C618_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C619	A0A0A7C619_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C620	A0A0A7C620_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C621	A0A0A7C621_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C622	A0A0A7C622_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C623	A0A0A7C623_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C624	A0A0A7C624_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C625	A0A0A7C625_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C626	A0A0A7C626_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C627	A0A0A7C627_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C628	A0A0A7C628_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C629	A0A0A7C629_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C630	A0A0A7C630_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C631	A0A0A7C631_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C632	A0A0A7C632_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C633	A0A0A7C633_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C634	A0A0A7C634_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C635	A0A0A7C635_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C636	A0A0A7C636_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C637	A0A0A7C637_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C638	A0A0A7C638_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C639	A0A0A7C639_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C640	A0A0A7C640_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C641	A0A0A7C641_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C642	A0A0A7C642_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C643	A0A0A7C643_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C644	A0A0A7C644_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C645	A0A0A7C645_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C646	A0A0A7C646_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C647	A0A0A7C647_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C648	A0A0A7C648_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C649	A0A0A7C649_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C650	A0A0A7C650_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C651	A0A0A7C651_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C652	A0A0A7C652_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C653	A0A0A7C653_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C654	A0A0A7C654_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C655	A0A0A7C655_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C656	A0A0A7C656_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C657	A0A0A7C657_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C658	A0A0A7C658_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C659	A0A0A7C659_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C660	A0A0A7C660_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C661	A0A0A7C661_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C662	A0A0A7C662_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C663	A0A0A7C663_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C664	A0A0A7C664_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C665	A0A0A7C665_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C666	A0A0A7C666_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C667	A0A0A7C667_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C668	A0A0A7C668_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C669	A0A0A7C669_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C670	A0A0A7C670_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C671	A0A0A7C671_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C672	A0A0A7C672_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C673	A0A0A7C673_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C674	A0A0A7C674_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C675	A0A0A7C675_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C676	A0A0A7C676_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C677	A0A0A7C677_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C678	A0A0A7C678_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C679	A0A0A7C679_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C680	A0A0A7C680_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C681	A0A0A7C681_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C682	A0A0A7C682_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C683	A0A0A7C683_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C684	A0A0A7C684_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C685	A0A0A7C685_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C686	A0A0A7C686_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C687	A0A0A7C687_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C688	A0A0A7C688_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C689	A0A0A7C689_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C690	A0A0A7C690_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C691	A0A0A7C691_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C692	A0A0A7C692_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C693	A0A0A7C693_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C694	A0A0A7C694_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C695	A0A0A7C695_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C696	A0A0A7C696_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C697	A0A0A7C697_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C698	A0A0A7C698_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C699	A0A0A7C699_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C6A0	A0A0A7C6A0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6A1	A0A0A7C6A1_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6A2	A0A0A7C6A2_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6A3	A0A0A7C6A3_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C6A4	A0A0A7C6A4_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6A5	A0A0A7C6A5_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6A6	A0A0A7C6A6_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6A7	A0A0A7C6A7_HUMAN	MHC class I antigen	NA	HLA-B
A0A0A7C6A8	A0A0A7C6A8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6A9	A0A0A7C6A9_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6B0	A0A0A7C6B0_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6B1	A0A0A7C6B1_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6B2	A0A0A7C6B2_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6B3	A0A0A7C6B3_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6B4	A0A0A7C6B4_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6B5	A0A0A7C6B5_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6B6	A0A0A7C6B6_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6B7	A0A0A7C6B7_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6B8	A0A0A7C6B8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6B9	A0A0A7C6B9_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6C0	A0A0A7C6C0_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6C1	A0A0A7C6C1_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6C2	A0A0A7C6C2_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6C3	A0A0A7C6C3_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6C4	A0A0A7C6C4_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6C5	A0A0A7C6C5_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6C6	A0A0A7C6C6_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6C7	A0A0A7C6C7_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6C8	A0A0A7C6C8_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6C9	A0A0A7C6C9_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6D0	A0A0A7C6D0_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6D1	A0A0A7C6D1_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6D2	A0A0A7C6D2_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6D3	A0A0A7C6D3_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6D4	A0A0A7C6D4_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6D5	A0A0A7C6D5_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6D6	A0A0A7C6D6_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6D7	A0A0A7C6D7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6D8	A0A0A7C6D8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6D9	A0A0A7C6D9_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6E0	A0A0A7C6E0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6E1	A0A0A7C6E1_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6E2	A0A0A7C6E2_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6E3	A0A0A7C6E3_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6E4	A0A0A7C6E4_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6E5	A0A0A7C6E5_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6E6	A0A0A7C6E6_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6E7	A0A0A7C6E7_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6E8	A0A0A7C6E8_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6E9	A0A0A7C6E9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6F0	A0A0A7C6F0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6F1	A0A0A7C6F1_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6F2	A0A0A7C6F2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6F3	A0A0A7C6F3_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6F4	A0A0A7C6F4_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6F5	A0A0A7C6F5_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6F6	A0A0A7C6F6_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6F7	A0A0A7C6F7_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6F8	A0A0A7C6F8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6F9	A0A0A7C6F9_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6G0	A0A0A7C6G0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6G1	A0A0A7C6G1_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6G2	A0A0A7C6G2_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6G3	A0A0A7C6G3_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6G4	A0A0A7C6G4_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6G5	A0A0A7C6G5_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6G6	A0A0A7C6G6_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6G7	A0A0A7C6G7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6G8	A0A0A7C6G8_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6G9	A0A0A7C6G9_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6H0	A0A0A7C6H0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6H1	A0A0A7C6H1_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6H2	A0A0A7C6H2_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6H3	A0A0A7C6H3_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6H4	A0A0A7C6H4_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6H5	A0A0A7C6H5_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6H6	A0A0A7C6H6_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6H7	A0A0A7C6H7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6H8	A0A0A7C6H8_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6H9	A0A0A7C6H9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6I0	A0A0A7C6I0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6I1	A0A0A7C6I1_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6I2	A0A0A7C6I2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6I3	A0A0A7C6I3_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6I4	A0A0A7C6I4_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6I5	A0A0A7C6I5_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6I6	A0A0A7C6I6_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6I7	A0A0A7C6I7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6I8	A0A0A7C6I8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6I9	A0A0A7C6I9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6J0	A0A0A7C6J0_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6J1	A0A0A7C6J1_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6J2	A0A0A7C6J2_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6J3	A0A0A7C6J3_HUMAN	MHC class I antigen	NA	HLA-C
A0A0A7C6J4	A0A0A7C6J4_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6J5	A0A0A7C6J5_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6J6	A0A0A7C6J6_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6J7	A0A0A7C6J7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6J8	A0A0A7C6J8_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A0A7C6J9	A0A0A7C6J9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6K0	A0A0A7C6K0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A0A7C6K1	A0A0A7C6K1_HUMAN	MHC class I antigen	NA	HLA-C
